age,mass,luminosity,temperature,gravity,radius
0.6,0.003,-7.025,294.0,3.7680000000000002,0.1184
0.6,0.004,-6.7989999999999995,335.0,3.8930000000000002,0.1184
0.6,0.005,-6.617999999999999,372.0,3.9939999999999998,0.1179
0.6,0.006,-6.4670000000000005,407.0,4.078,0.1172
0.6,0.006999999999999999,-6.332999999999999,442.0,4.151,0.1164
0.6,0.008,-6.212000000000001,475.0,4.215,0.1155
0.6,0.009000000000000001,-6.099,509.0,4.273,0.1147
0.6,0.01,-5.978,547.0,4.324,0.114
0.6,0.011000000000000001,-5.75,623.0,4.362,0.1144
0.6,0.012,-5.369,769.0,4.3839999999999995,0.1165
0.6,0.013000000000000001,-5.5760000000000005,693.0,4.447,0.1128
0.6,0.013999999999999999,-5.597,690.0,4.4910000000000005,0.1112
0.6,0.015,-5.542000000000001,715.0,4.5280000000000005,0.1104
0.6,0.016,-5.476,745.0,4.561,0.1097
0.6,0.017,-5.415,774.0,4.593,0.109
0.6,0.018000000000000002,-5.352,805.0,4.623,0.1084
0.6,0.019,-5.2829999999999995,839.0,4.65,0.1079
0.6,0.02,-5.227,869.0,4.677,0.1074
0.6,0.022000000000000002,-5.115,931.0,4.726,0.1064
0.6,0.024,-5.003,996.0,4.77,0.1057
0.6,0.026000000000000002,-4.909,1056.0,4.811,0.1049
0.6,0.027999999999999997,-4.812,1120.0,4.848,0.1043
0.6,0.03,-4.725,1180.0,4.882,0.1038
0.6,0.033,-4.604,1268.0,4.928999999999999,0.1032
0.6,0.035,-4.523,1331.0,4.956,0.103
0.6,0.038,-4.421,1413.0,4.995,0.1026
0.6,0.04,-4.355,1469.0,5.018,0.1025
0.6,0.043,-4.261,1551.0,5.05,0.1025
0.6,0.045,-4.203,1604.0,5.069,0.1025
0.6,0.048,-4.122,1679.0,5.096,0.1026
0.6,0.05,-4.072,1727.0,5.113,0.1028
0.6,0.053,-4.002,1795.0,5.136,0.103
0.6,0.055,-3.9560000000000004,1841.0,5.15,0.1033
0.6,0.057999999999999996,-3.888,1909.0,5.167999999999999,0.1039
0.6,0.06,-3.85,1949.0,5.18,0.1042
0.6,0.063,-3.786,2014.0,5.194,0.105
0.6,0.064,-3.764,2036.0,5.1979999999999995,0.1054
0.6,0.065,-3.7439999999999998,2057.0,5.202000000000001,0.1057
0.6,0.066,-3.722,2078.0,5.205,0.1062
0.6,0.067,-3.705,2097.0,5.21,0.1064
0.6,0.068,-3.6860000000000004,2116.0,5.212999999999999,0.1067
0.6,0.069,-3.667,2136.0,5.2170000000000005,0.1071
0.6,0.07,-3.645,2157.0,5.218,0.1077
0.6,0.071,-3.627,2176.0,5.222,0.108
0.6,0.07200000000000001,-3.609,2195.0,5.225,0.1084
0.6,0.073,-3.59,2214.0,5.227,0.1089
0.6,0.07400000000000001,-3.571,2233.0,5.229,0.1094
0.6,0.075,-3.549,2255.0,5.23,0.11
0.6,0.077,-3.511,2293.0,5.232,0.1112
0.6,0.08,-3.4560000000000004,2347.0,5.234,0.1131
0.6,0.085,-3.3689999999999998,2430.0,5.233,0.1166
