age,mass,luminosity,temperature,gravity,radius
2.0,0.006,-7.071000000000001,295.0,4.121,0.1116
2.0,0.006999999999999999,-6.942,319.0,4.194,0.1107
2.0,0.008,-6.8260000000000005,342.0,4.26,0.1098
2.0,0.009000000000000001,-6.722,365.0,4.3180000000000005,0.1089
2.0,0.01,-6.617999999999999,389.0,4.371,0.108
2.0,0.011000000000000001,-6.502000000000001,417.0,4.418,0.1073
2.0,0.012,-6.346,457.0,4.459,0.1069
2.0,0.013000000000000001,-6.343,461.0,4.504,0.1056
2.0,0.013999999999999999,-6.294,476.0,4.545,0.1046
2.0,0.015,-6.233,495.0,4.582,0.1038
2.0,0.016,-6.167999999999999,516.0,4.6160000000000005,0.103
2.0,0.017,-6.105,537.0,4.649,0.1022
2.0,0.018000000000000002,-6.041,559.0,4.678999999999999,0.1016
2.0,0.019,-5.983,580.0,4.709,0.1009
2.0,0.02,-5.917000000000001,604.0,4.736000000000001,0.1003
2.0,0.022000000000000002,-5.807,648.0,4.788,0.0991
2.0,0.024,-5.702000000000001,692.0,4.835,0.098
2.0,0.026000000000000002,-5.6,737.0,4.879,0.097
2.0,0.027999999999999997,-5.507999999999999,782.0,4.92,0.0961
2.0,0.03,-5.406000000000001,832.0,4.956,0.0953
2.0,0.033,-5.269,905.0,5.008,0.0942
2.0,0.035,-5.1739999999999995,959.0,5.039,0.0936
2.0,0.038,-5.022,1050.0,5.08,0.0931
2.0,0.04,-4.93,1110.0,5.106,0.0926
2.0,0.043,-4.794,1201.0,5.138999999999999,0.0925
2.0,0.045,-4.749,1232.0,5.159,0.0925
2.0,0.048,-4.699,1269.0,5.187,0.0925
2.0,0.05,-4.672,1289.0,5.205,0.0924
2.0,0.053,-4.638,1315.0,5.23,0.0924
2.0,0.055,-4.6160000000000005,1332.0,5.247000000000001,0.0924
2.0,0.057999999999999996,-4.583,1357.0,5.27,0.0924
2.0,0.06,-4.558,1377.0,5.284,0.0924
2.0,0.063,-4.508,1416.0,5.303999999999999,0.0926
2.0,0.064,-4.4830000000000005,1436.0,5.31,0.0926
2.0,0.065,-4.426,1482.0,5.315,0.0928
2.0,0.066,-4.386,1515.0,5.32,0.093
2.0,0.067,-4.343999999999999,1552.0,5.3260000000000005,0.0931
2.0,0.068,-4.298,1592.0,5.33,0.0933
2.0,0.069,-4.248,1635.0,5.332999999999999,0.0936
2.0,0.07,-4.195,1682.0,5.336,0.094
2.0,0.071,-4.129,1744.0,5.3389999999999995,0.0944
2.0,0.07200000000000001,-4.0680000000000005,1799.0,5.3389999999999995,0.0951
2.0,0.073,-4.024,1839.0,5.3389999999999995,0.0958
2.0,0.07400000000000001,-3.9810000000000003,1878.0,5.337000000000001,0.0965
2.0,0.075,-3.926,1933.0,5.3389999999999995,0.097
2.0,0.077,-3.798,2066.0,5.337999999999999,0.0984
2.0,0.08,-3.6439999999999997,2225.0,5.329,0.1013
2.0,0.085,-3.443,2429.0,5.307,0.1072
