# Wavelength	Transmission
1.54236	0.106346
1.542452	0.1062906
1.542545	0.1062352
1.542637	0.1061798
1.54273	0.1061244
1.542822	0.106069
1.542915	0.1060136
1.543007	0.1059583
1.5431	0.1059029
1.543192	0.1058475
1.543285	0.1057921
1.543377	0.1057367
1.54347	0.1056813
1.543562	0.1056259
1.543655	0.1055705
1.543747	0.1055151
1.54384	0.1054598
1.543933	0.1054044
1.544025	0.105349
1.544118	0.1052936
1.54421	0.1052382
1.544303	0.1051828
1.544303	0.1770217
1.544395	0.1769663
1.544488	0.105072
1.544488	0.176911
1.54458	0.1768556
1.544673	0.1768002
1.544765	0.1767448
1.544858	0.1766894
1.544951	0.176634
1.545043	0.1765786
1.545135	0.1046843
1.545228	0.1046289
1.54532	0.1045735
1.545413	0.1045182
1.545505	0.1044628
1.545598	0.1044074
1.54569	0.104352
1.545783	0.1042966
1.545875	0.1042412
1.545968	0.1041858
1.546061	0.1041304
1.546153	0.104075
1.546246	0.1040197
1.546338	0.1039643
1.546431	0.1039089
1.546523	0.1038535
1.546616	0.1037981
1.546708	0.1037427
1.546801	0.1036873
1.546893	0.1036319
1.546986	0.1035765
1.547078	0.1035212
1.547171	0.1034658
1.547263	0.1034104
1.547356	0.103355
1.547448	0.1032996
1.547541	0.1032442
1.547633	0.1031888
1.547726	0.1031334
1.547818	0.1030781
1.547911	0.1030227
1.548003	0.1029673
1.548096	0.1029119
1.548189	0.1028565
1.548281	0.1028011
1.548374	0.1027457
1.548466	0.1026903
1.548559	0.1026349
1.548651	0.1025796
1.548744	0.1025242
1.548836	0.1024688
1.548929	0.1024134
1.549021	0.102358
1.549114	0.1023026
1.549206	0.1022472
1.549299	0.1021918
1.549391	0.1021364
1.549484	0.1020811
1.549576	0.1020257
1.549669	0.1019703
1.549669	0.1738092
1.549762	0.1737538
1.549854	0.1736984
1.549947	0.173643
1.550039	0.1735876
1.550132	0.1735323
1.550224	0.1734769
1.550317	0.1734215
1.550409	0.1733661
1.550502	0.1733107
1.550594	0.1732553
1.550687	0.101361
1.550779	0.1013056
1.550872	0.1012502
1.550964	0.1011948
1.551057	0.1011395
1.551149	0.1010841
1.551242	0.1010287
1.551334	0.1009733
1.551427	0.1009179
1.551427	0.1727568
1.55152	0.1727014
1.551612	0.1008071
1.551704	0.1007517
1.551797	0.1006963
1.551889	0.100641
1.551982	0.1005856
1.552074	0.1005302
1.552167	0.1004748
1.552259	0.1004194
1.552352	0.100364
1.552444	0.1003086
1.552537	0.1002532
1.55263	0.1001978
1.552722	0.1001425
1.552815	0.1000871
1.552907	0.1000317
1.553	0.09997629
1.553092	0.09992091
1.553185	0.09986552
1.553277	0.09981013
1.55337	0.09975474
1.553462	0.09969935
1.553555	0.09964396
1.553647	0.09958857
1.553648	0.1714275
1.55374	0.1713721
1.553833	0.1713167
1.553925	0.1712613
1.554018	0.1712059
1.55411	0.1711506
1.554203	0.1710952
1.554295	0.1710398
1.554387	0.09914547
1.554388	0.1709844
1.55448	0.170929
1.554573	0.1708736
1.554665	0.1708182
1.554758	0.1707628
1.55485	0.1707074
1.554943	0.1706521
1.555035	0.1705967
1.555128	0.1705413
1.55522	0.1704859
1.555313	0.1704305
1.555405	0.1703751
1.555498	0.1703197
1.55559	0.1702643
1.555683	0.1702089
1.555775	0.1701536
1.555868	0.1700982
1.555961	0.1700428
1.556053	0.1699874
1.556146	0.169932
1.556238	0.1698766
1.556331	0.1698212
1.556331	0.2416601
1.556423	0.2416048
1.556516	0.2415494
1.556608	0.241494
1.556701	0.2414386
1.556793	0.2413832
1.556886	0.2413278
1.556979	0.2412724
1.557071	0.241217
1.557164	0.2411617
1.557256	0.2411063
1.557349	0.2410509
1.557441	0.2409955
1.557534	0.2409401
1.557626	0.2408847
1.557719	0.2408293
1.557811	0.2407739
1.557904	0.2407185
1.557996	0.2406632
1.557997	0.3125021
1.558089	0.3124467
1.558182	0.3123913
1.558274	0.3123359
1.558367	0.3122805
1.558459	0.3122251
1.558552	0.3121697
1.558644	0.3121144
1.558737	0.312059
1.558829	0.3120036
1.558922	0.3119482
1.559014	0.3118928
1.559107	0.3118374
1.559199	0.311782
1.559292	0.3117266
1.559384	0.3116712
1.559477	0.3116159
1.559569	0.3115605
1.55957	0.3833994
1.559662	0.383344
1.559755	0.3832886
1.559847	0.3832332
1.55994	0.3831778
1.55994	0.4550168
1.560033	0.4549614
1.560125	0.454906
1.560125	0.5267449
1.560218	0.5266895
1.56031	0.5266341
1.560403	0.5265787
1.560495	0.5265234
1.560588	0.526468
1.56068	0.5264126
1.560773	0.5263572
1.560865	0.5263018
1.560958	0.5262464
1.561051	0.526191
1.561143	0.5261356
1.561236	0.5260802
1.561328	0.5260249
1.561421	0.5259695
1.561421	0.5978084
1.561513	0.597753
1.561606	0.5976976
1.561698	0.5976422
1.561791	0.5975868
1.561883	0.5975314
1.561976	0.5974761
1.562069	0.5974207
1.562161	0.5973653
1.562161	0.6692042
1.562254	0.6691488
1.562346	0.6690934
1.562347	0.7409323
1.562439	0.740877
1.562532	0.7408216
1.562624	0.7407662
1.562624	0.8126051
1.562717	0.8125497
1.562809	0.8124943
1.562902	0.8124389
1.562902	0.8842779
1.562995	0.8842225
1.563087	0.8841671
1.56318	0.8841117
1.56318	0.9559506
1.563273	0.9558952
1.563365	0.9558398
1.563458	0.9557844
1.56355	0.9557291
1.56355	1.027568
1.563643	1.027513
1.563735	1.027457
1.563828	1.027402
1.563828	1.099241
1.563921	1.099185
1.564013	1.09913
1.564014	1.170969
1.564106	1.170913
1.564199	1.170858
1.564291	1.170803
1.564291	1.242642
1.564384	1.242586
1.564476	1.242531
1.564569	1.242475
1.564661	1.24242
1.564662	1.314259
1.564754	1.314204
1.564847	1.314148
1.564939	1.314093
1.56494	1.385932
1.565032	1.385876
1.565032	1.457715
1.565125	1.45766
1.565217	1.457605
1.565218	1.529443
1.56531	1.529388
1.56531	1.601227
1.565403	1.601172
1.565496	1.601116
1.565496	1.672955
1.565588	1.6729
1.565681	1.672844
1.565681	1.744683
1.565774	1.744628
1.565774	1.816467
1.565866	1.816411
1.565959	1.816356
1.565959	1.888195
1.566052	1.88814
1.566052	1.959978
1.566144	1.959923
1.566145	2.031762
1.566237	2.031707
1.56633	2.031651
1.56633	2.10349
1.566423	2.103435
1.566423	2.175274
1.566515	2.175218
1.566608	2.175163
1.566608	2.247002
1.566701	2.246946
1.566701	2.318785
1.566793	2.31873
1.566794	2.390569
1.566886	2.390513
1.566979	2.390458
1.566979	2.462297
1.567072	2.462242
1.567072	2.534081
1.567072	2.605919
1.567165	2.605864
1.567165	2.677703
1.567257	2.677648
1.567258	2.749487
1.56735	2.749431
1.56735	2.82127
1.567443	2.821215
1.567443	2.893054
1.567444	2.964893
1.567536	2.964837
1.567536	3.036676
1.567629	3.036621
1.567629	3.10846
1.567722	3.108404
1.567722	3.180243
1.567814	3.180188
1.567815	3.252027
1.567815	3.323866
1.567907	3.32381
