age,mass,luminosity,temperature,gravity,radius
1.5,0.004,-7.165,277.0,3.929,0.1136
1.5,0.005,-6.976,308.0,4.025,0.1137
1.5,0.006,-6.818,338.0,4.105,0.1135
1.5,0.006999999999999999,-6.68,367.0,4.176,0.1131
1.5,0.008,-6.555,395.0,4.238,0.1125
1.5,0.009000000000000001,-6.437,424.0,4.294,0.1119
1.5,0.01,-6.303999999999999,459.0,4.343,0.1115
1.5,0.011000000000000001,-5.968,552.0,4.371,0.1133
1.5,0.012,-5.909,574.0,4.415,0.1124
1.5,0.013000000000000001,-6.001,550.0,4.47,0.1099
1.5,0.013999999999999999,-5.957999999999999,566.0,4.5089999999999995,0.1089
1.5,0.015,-5.892,590.0,4.544,0.1083
1.5,0.016,-5.825,615.0,4.577,0.1078
1.5,0.017,-5.765,638.0,4.607,0.1073
1.5,0.018000000000000002,-5.7139999999999995,658.0,4.636,0.1067
1.5,0.019,-5.6610000000000005,680.0,4.663,0.1063
1.5,0.02,-5.609,703.0,4.689,0.1059
1.5,0.022000000000000002,-5.511,746.0,4.738,0.105
1.5,0.024,-5.421,789.0,4.782,0.1042
1.5,0.026000000000000002,-5.35,825.0,4.823,0.1035
1.5,0.027999999999999997,-5.297999999999999,853.0,4.862,0.1027
1.5,0.03,-5.245,882.0,4.897,0.102
1.5,0.033,-5.172999999999999,925.0,4.948,0.1009
1.5,0.035,-5.125,954.0,4.98,0.1002
1.5,0.038,-5.048,1003.0,5.025,0.0992
1.5,0.04,-5.001,1034.0,5.053,0.0985
1.5,0.043,-4.909,1095.0,5.092,0.0976
1.5,0.045,-4.843,1140.0,5.117,0.097
1.5,0.048,-4.765,1197.0,5.151,0.0963
1.5,0.05,-4.724,1228.0,5.172999999999999,0.0959
1.5,0.053,-4.66,1278.0,5.202999999999999,0.0954
1.5,0.055,-4.5969999999999995,1328.0,5.222,0.095
1.5,0.057999999999999996,-4.512,1397.0,5.249,0.0946
1.5,0.06,-4.4639999999999995,1437.0,5.265,0.0945
1.5,0.063,-4.375,1514.0,5.287000000000001,0.0944
1.5,0.064,-4.342,1542.0,5.292999999999999,0.0944
1.5,0.065,-4.303,1576.0,5.2989999999999995,0.0946
1.5,0.066,-4.268,1608.0,5.305,0.0947
1.5,0.067,-4.231,1641.0,5.31,0.0948
1.5,0.068,-4.189,1680.0,5.315,0.0949
1.5,0.069,-4.133,1732.0,5.319,0.0952
1.5,0.07,-4.087,1776.0,5.322,0.0956
1.5,0.071,-4.048,1811.0,5.324,0.096
1.5,0.07200000000000001,-4.013,1844.0,5.3260000000000005,0.0965
1.5,0.073,-3.984,1871.0,5.329,0.0969
1.5,0.07400000000000001,-3.9210000000000003,1935.0,5.33,0.0974
1.5,0.075,-3.865,1994.0,5.331,0.0979
1.5,0.077,-3.7689999999999997,2093.0,5.331,0.0992
1.5,0.08,-3.6260000000000003,2242.0,5.324,0.1019
1.5,0.085,-3.4389999999999996,2432.0,5.305,0.1073
