age,mass,luminosity,temperature,gravity,radius
0.15,0.002,-6.535,383.0,3.562,0.1225
0.15,0.003,-6.2170000000000005,456.0,3.722,0.1249
0.15,0.004,-5.986000000000001,518.0,3.838,0.1262
0.15,0.005,-5.801,575.0,3.93,0.1268
0.15,0.006,-5.6339999999999995,632.0,4.007,0.1271
0.15,0.006999999999999999,-5.494,684.0,4.073,0.1273
0.15,0.008,-5.385,728.0,4.131,0.1274
0.15,0.009000000000000001,-5.291,769.0,4.181,0.1274
0.15,0.01,-5.176,820.0,4.224,0.1279
0.15,0.011000000000000001,-4.859,970.0,4.24,0.1316
0.15,0.012,-4.371,1242.0,4.22,0.1408
0.15,0.013000000000000001,-4.361000000000001,1257.0,4.265,0.1391
0.15,0.013999999999999999,-4.65,1099.0,4.352,0.1306
0.15,0.015,-4.7,1078.0,4.4,0.1279
0.15,0.016,-4.672,1100.0,4.435,0.1268
0.15,0.017,-4.628,1132.0,4.467,0.1261
0.15,0.018000000000000002,-4.581,1166.0,4.496,0.1254
0.15,0.019,-4.5280000000000005,1203.0,4.521,0.1252
0.15,0.02,-4.482,1237.0,4.546,0.1248
0.15,0.022000000000000002,-4.397,1303.0,4.592,0.1242
0.15,0.024,-4.317,1368.0,4.6339999999999995,0.1236
0.15,0.026000000000000002,-4.234,1438.0,4.672,0.1231
0.15,0.027999999999999997,-4.151,1511.0,4.708,0.1226
0.15,0.03,-4.032,1618.0,4.738,0.1225
0.15,0.033,-3.9360000000000004,1710.0,4.779,0.1227
0.15,0.035,-3.875,1770.0,4.803,0.1228
0.15,0.038,-3.767,1880.0,4.837,0.1231
0.15,0.04,-3.702,1951.0,4.8580000000000005,0.1232
0.15,0.043,-3.609,2053.0,4.885,0.1238
0.15,0.045,-3.552,2117.0,4.902,0.1243
0.15,0.048,-3.475,2206.0,4.923,0.1252
0.15,0.05,-3.428,2259.0,4.936,0.1259
0.15,0.053,-3.366,2330.0,4.952,0.1273
0.15,0.055,-3.3289999999999997,2372.0,4.963,0.1281
0.15,0.057999999999999996,-3.282,2427.0,4.979,0.1292
