age,mass,luminosity,temperature,gravity,radius
0.08,0.002,-6.412000000000001,408.0,3.5469999999999997,0.1247
0.08,0.003,-6.085,491.0,3.718,0.1254
0.08,0.004,-5.824,570.0,3.841,0.1256
0.08,0.005,-5.609,644.0,3.938,0.1257
0.08,0.006,-5.421,719.0,4.018,0.1256
0.08,0.006999999999999999,-5.246,795.0,4.086,0.1255
0.08,0.008,-5.083,874.0,4.144,0.1255
0.08,0.009000000000000001,-4.925,956.0,4.1930000000000005,0.1257
0.08,0.01,-4.761,1047.0,4.234,0.1264
0.08,0.011000000000000001,-4.473,1217.0,4.248,0.1304
0.08,0.012,-4.1739999999999995,1368.0,4.19,0.1457
0.08,0.013000000000000001,-3.971,1506.0,4.189,0.1518
0.08,0.013999999999999999,-4.092,1430.0,4.252,0.1465
0.08,0.015,-4.209,1373.0,4.328,0.1389
0.08,0.016,-4.2330000000000005,1368.0,4.374,0.1361
0.08,0.017,-4.23,1376.0,4.408,0.1349
0.08,0.018000000000000002,-4.206,1398.0,4.436,0.1344
0.08,0.019,-4.195,1410.0,4.4639999999999995,0.1337
0.08,0.02,-4.137,1459.0,4.488,0.1335
0.08,0.022000000000000002,-4.058,1532.0,4.533,0.1328
0.08,0.024,-3.9410000000000003,1639.0,4.573,0.1326
0.08,0.026000000000000002,-3.835,1741.0,4.607,0.1327
0.08,0.027999999999999997,-3.758,1817.0,4.635,0.1333
0.08,0.03,-3.695,1881.0,4.663,0.1336
0.08,0.033,-3.577,2008.0,4.699,0.1345
0.08,0.035,-3.509,2082.0,4.718999999999999,0.1353
0.08,0.038,-3.4139999999999997,2186.0,4.745,0.1368
0.08,0.04,-3.361,2247.0,4.763,0.1376
0.08,0.043,-3.29,2326.0,4.783,0.1393
0.08,0.045,-3.2489999999999997,2373.0,4.797,0.1403
0.08,0.048,-3.193,2437.0,4.814,0.142
